Year,Student_ID,Gender,State,Assignment,Midterm1,Midterm2,Quiz,Total CourseWorkmarks,Final Marks,Total Marks,Grade
2017,2046,Female,Perlis,21,5,3,4,33,22,55,C
2014,2047,Female,Pahang,20,5,7,5,37,39,76,B
2014,2048,Female,Perak,14,4,4,1,23,40,63,B
2016,2049,Female,Malacca,16,3,7,1,27,29,56,C
2015,2050,Male,Penang,20,8,5,1,34,27,61,B
2012,2051,Male,Negeri Sembilan,14,10,6,4,34,37,71,B
2015,2052,Female,Perak,16,9,6,2,33,27,60,B
2015,2053,Male,Penang,17,5,3,1,26,36,62,B
2016,2054,Male,Negeri Sembilan,16,8,6,1,31,28,59,C
2018,2055,Male,Perlis,17,5,10,1,33,24,57,C
2019,2056,Female,Negeri Sembilan,21,5,3,3,32,29,61,B
2012,2057,Female,Pahang,18,8,5,1,32,32,64,B
2015,2058,Male,Penang,19,7,8,4,38,25,63,B
2017,2059,Male,Johor,19,4,3,2,28,29,57,C
2018,2060,Female,Perak,21,3,9,4,37,22,59,C
2013,2061,Male,Perlis,13,6,7,5,31,27,58,C
2013,2062,Female,Pahang,14,10,9,4,37,24,61,B
2018,2063,Female,Selangor,14,3,9,1,27,34,61,B
2018,2064,Female,Negeri Sembilan,19,7,3,5,34,23,57,C
2014,2065,Male,Sabah,16,5,6,4,31,32,63,B
2019,2066,Female,Terengganu,16,4,5,5,30,27,57,C
2015,2067,Female,Johor,13,3,3,4,23,28,51,C
2012,2068,Female,Perlis,16,6,5,4,31,32,63,B
2019,2069,Male,Sarawak,16,5,6,4,31,38,69,B
2018,2070,Female,Penang,20,9,7,4,40,38,78,B
2014,2071,Male,Selangor,21,4,8,4,37,26,63,B
2013,2072,Male,Pahang,17,7,8,4,36,39,75,B
2018,2073,Female,Penang,16,10,5,4,35,22,57,C
2013,2074,Male,Perlis,17,6,7,5,35,31,66,B
2019,2075,Female,Malacca,19,8,4,2,33,23,56,C
2015,2076,Male,Sabah,18,6,4,1,29,31,60,B
2014,2077,Female,Perak,14,7,9,2,32,30,62,B
2013,2078,Female,Kedah,21,8,6,4,39,40,79,A
2012,2079,Male,Sarawak,20,10,9,3,42,24,66,B
2018,2080,Female,Malacca,21,4,10,3,38,22,60,B
2012,2081,Female,Sabah,13,6,10,5,34,24,58,C
2019,2082,Male,Kelantan,14,9,3,2,28,38,66,B
2016,2083,Female,Johor,17,6,9,1,33,33,66,B
2018,2084,Male,Kelantan,19,4,10,5,38,33,71,B
2015,2085,Male,Selangor,21,8,3,5,37,40,77,B
2015,2086,Male,Terengganu,18,3,9,3,33,40,73,B
2014,2087,Male,Kedah,20,6,3,4,33,35,68,B
2019,2088,Male,Negeri Sembilan,15,9,7,1,32,24,56,C
2015,2089,Male,Sarawak,16,9,10,1,36,22,58,C
2012,2090,Female,Kedah,16,9,9,1,35,32,67,B
2018,2091,Male,Perlis,21,8,5,5,39,39,78,B
2019,2092,Male,Perlis,20,4,3,4,31,32,63,B
2012,2093,Male,Malacca,21,4,7,2,34,30,64,B
2012,2094,Male,Sarawak,13,5,6,1,25,28,53,C
2012,2095,Female,Sabah,17,4,3,2,26,38,64,B
2018,2096,Male,Sarawak,15,3,8,1,27,32,59,C
2017,2097,Female,Kelantan,16,10,6,2,34,35,69,B
2012,2098,Female,Sabah,16,8,9,4,37,32,69,B
2012,2099,Male,Kedah,15,6,3,4,28,25,53,C
2017,2100,Male,Pahang,15,6,4,5,30,22,52,C
2014,2101,Female,Selangor,14,3,8,5,30,26,56,C
2017,2102,Female,Johor,17,4,3,5,29,29,58,C
2018,2103,Female,Terengganu,16,7,10,4,37,37,74,B
2012,2104,Female,Malacca,19,4,3,4,30,40,70,B
2016,2105,Male,Perlis,17,3,8,4,32,27,59,C
2012,2106,Female,Malacca,17,10,7,3,37,38,75,B
2018,2107,Male,Penang,20,8,6,3,37,33,70,B
2019,2108,Female,Terengganu,17,4,7,5,33,35,68,B
2015,2109,Female,Perlis,21,10,3,2,36,24,60,B
2019,2110,Female,Pahang,20,7,10,3,40,24,64,B
2013,2111,Male,Malacca,17,7,7,4,35,34,69,B
2013,2112,Male,Selangor,16,10,6,1,33,39,72,B
2018,2113,Male,Perak,17,8,3,1,29,38,67,B
2019,2114,Male,Perak,20,9,5,3,37,38,75,B
2016,2115,Female,Sarawak,20,3,10,5,38,31,69,B
2019,2116,Male,Penang,13,3,8,4,28,35,63,B
2016,2117,Female,Terengganu,19,7,5,3,34,34,68,B
2016,2118,Female,Sabah,14,7,8,4,33,38,71,B
2019,2119,Female,Negeri Sembilan,16,6,4,1,27,39,66,B
2018,2120,Male,Terengganu,16,5,4,5,30,26,56,C
2018,2121,Female,Perak,13,7,6,1,27,31,58,C
2015,2122,Female,Terengganu,21,4,4,2,31,40,71,B
2016,2123,Female,Terengganu,18,6,8,1,33,33,66,B
2018,2124,Female,Terengganu,21,9,8,1,39,26,65,B
2013,2125,Female,Sabah,15,3,5,5,28,25,53,C
2019,2126,Female,Perlis,21,9,3,2,35,23,58,C
2016,2127,Male,Terengganu,20,3,9,5,37,31,68,B
2012,2128,Female,Negeri Sembilan,16,4,3,3,26,33,59,C
2019,2129,Female,Perak,21,5,4,5,35,39,74,B
2015,2130,Male,Malacca,19,8,3,2,32,23,55,C
2017,2131,Male,Kelantan,21,4,10,5,40,27,67,B
2015,2132,Female,Perlis,18,7,7,5,37,38,75,B
2016,2133,Female,Malacca,21,4,5,4,34,36,70,B
2018,2134,Female,Johor,20,7,3,4,34,34,68,B
2017,2135,Male,Johor,20,10,9,4,43,39,82,A
2014,2136,Male,Johor,19,8,3,1,31,25,56,C
2017,2137,Male,Terengganu,19,3,5,1,28,36,64,B
2018,2138,Female,Perak,15,7,8,3,33,29,62,B
2018,2139,Male,Penang,17,9,3,4,33,40,73,B
2012,2140,Female,Selangor,15,4,9,4,32,33,65,B
2012,2141,Male,Kelantan,19,9,5,4,37,31,68,B
2016,2142,Male,Negeri Sembilan,13,8,9,3,33,39,72,B
2017,2143,Female,Kelantan,20,8,9,2,39,22,61,B
2015,2144,Female,Pahang,16,4,6,2,28,36,64,B
2014,2145,Female,Perak,14,9,7,1,31,22,53,C
2017,2146,Female,Malacca,17,7,7,2,33,39,72,B
2015,2147,Female,Perak,14,9,8,4,35,31,66,B
2012,2148,Female,Malacca,16,9,9,2,36,29,65,B
2013,2149,Female,Kedah,16,4,6,1,27,40,67,B
2015,2150,Female,Negeri Sembilan,21,5,3,4,33,28,61,B
2017,2151,Female,Pahang,13,5,8,1,27,40,67,B
2018,2152,Male,Johor,15,9,8,5,37,40,77,B
2018,2153,Female,Terengganu,13,5,4,3,25,40,65,B
2013,2154,Female,Perlis,18,4,5,1,28,33,61,B
2019,2155,Male,Negeri Sembilan,21,7,7,3,38,40,78,B
2015,2156,Male,Pahang,14,5,6,3,28,35,63,B
2017,2157,Male,Johor,18,3,4,2,27,39,66,B
2017,2158,Female,Kelantan,16,3,10,5,34,39,73,B
2016,2159,Male,Perlis,20,10,7,2,39,23,62,B
2014,2160,Female,Negeri Sembilan,20,6,8,3,37,31,68,B
2016,2161,Female,Negeri Sembilan,21,8,9,4,42,29,71,B
2017,2162,Female,Sarawak,16,3,9,1,29,32,61,B
2018,2163,Male,Sarawak,18,4,6,3,31,23,54,C
2016,2164,Male,Perak,20,7,9,2,38,31,69,B
2018,2165,Male,Selangor,17,4,5,4,30,29,59,C
2017,2166,Female,Perak,17,4,6,1,28,31,59,C
2018,2167,Male,Penang,21,8,8,2,39,23,62,B
2017,2168,Male,Terengganu,20,4,3,2,29,35,64,B
2017,2169,Male,Negeri Sembilan,17,9,7,5,38,36,74,B
2015,2170,Male,Sarawak,14,4,4,2,24,40,64,B
2015,2171,Female,Terengganu,19,3,10,5,37,30,67,B
2014,2172,Female,Malacca,14,9,3,5,31,22,53,C
2016,2173,Male,Penang,18,5,3,4,30,36,66,B
2016,2174,Male,Kelantan,18,7,9,4,38,33,71,B
2019,2175,Female,Penang,13,6,5,1,25,29,54,C
2014,2176,Male,Penang,18,7,9,5,39,24,63,B
2018,2177,Female,Perak,17,9,10,4,40,36,76,B
2019,2178,Male,Sarawak,18,6,9,3,36,31,67,B
2018,2179,Male,Kedah,20,6,5,3,34,22,56,C
2015,2180,Female,Johor,18,8,10,5,41,25,66,B
2016,2181,Female,Perlis,16,4,8,1,29,27,56,C
2018,2182,Female,Perlis,17,7,6,1,31,26,57,C
2019,2183,Female,Selangor,21,8,7,5,41,39,80,A
2014,2184,Female,Perlis,21,10,9,1,41,38,79,A
2019,2185,Male,Kelantan,18,6,8,3,35,36,71,B
2012,2186,Male,Penang,20,3,4,3,30,30,60,B
2016,2187,Male,Malacca,19,3,8,2,32,36,68,B
2015,2188,Male,Perak,19,6,7,5,37,32,69,B
2014,2189,Female,Johor,19,7,6,2,34,36,70,B
2017,2190,Male,Johor,19,10,5,5,39,29,68,B
2014,2191,Male,Perlis,16,9,3,4,32,25,57,C
2019,2192,Male,Kedah,19,4,3,1,27,25,52,C
2019,2193,Male,Kelantan,21,8,9,5,43,31,74,B
2019,2194,Female,Kelantan,18,4,4,3,29,32,61,B
2015,2195,Female,Kedah,15,10,9,3,37,26,63,B
2015,2196,Female,Kedah,13,4,5,4,26,26,52,C
2019,2197,Female,Johor,18,9,8,3,38,36,74,B
2012,2198,Female,Terengganu,18,4,4,1,27,36,63,B
2017,2199,Male,Johor,20,10,8,4,42,38,80,A
2016,2200,Male,Selangor,14,3,6,4,27,40,67,B
2014,2201,Female,Kedah,19,8,7,1,35,28,63,B
2014,2202,Female,Sabah,15,3,4,3,25,25,50,C
2016,2203,Male,Malacca,17,4,5,4,30,29,59,C
2014,2204,Male,Kelantan,18,10,5,2,35,28,63,B
2018,2205,Female,Sabah,20,6,5,2,33,35,68,B
2013,2206,Female,Perak,20,4,8,3,35,34,69,B
2012,2207,Female,Pahang,21,8,6,1,36,25,61,B
2012,2208,Male,Kedah,19,4,9,3,35,38,73,B
2019,2209,Female,Sabah,13,5,8,4,30,40,70,B
2019,2210,Male,Pahang,13,7,7,1,28,37,65,B
2019,2211,Male,Terengganu,14,3,4,5,26,28,54,C
2012,2212,Female,Malacca,15,6,4,4,29,23,52,C
2013,2213,Female,Perak,21,6,4,3,34,29,63,B
2015,2214,Female,Perlis,19,5,10,3,37,25,62,B
2017,2215,Female,Malacca,14,9,4,3,30,34,64,B
2015,2216,Male,Kelantan,16,6,8,5,35,33,68,B
2013,2217,Male,Malacca,17,3,9,3,32,26,58,C
2017,2218,Male,Negeri Sembilan,15,6,5,4,30,32,62,B
2019,2219,Male,Terengganu,13,4,7,4,28,28,56,C
2012,2220,Female,Perlis,14,7,5,2,28,37,65,B
2019,2221,Male,Terengganu,16,3,10,4,33,26,59,C
2014,2222,Female,Malacca,21,4,6,4,35,34,69,B
2015,2223,Male,Negeri Sembilan,21,8,3,3,35,22,57,C
2013,2224,Male,Perlis,20,4,5,5,34,23,57,C
2018,2225,Male,Johor,19,6,8,5,38,26,64,B
2014,2226,Male,Perak,20,5,5,5,35,34,69,B
2014,2227,Female,Malacca,20,10,7,4,41,26,67,B
2013,2228,Female,Kedah,14,10,9,5,38,30,68,B
2015,2229,Female,Terengganu,19,7,7,5,38,25,63,B
2017,2230,Female,Sarawak,17,3,6,2,28,24,52,C
2013,2231,Female,Pahang,21,3,3,3,30,25,55,C
2019,2232,Female,Perlis,13,9,5,4,31,31,62,B
2013,2233,Female,Penang,19,4,7,4,34,35,69,B
2017,2234,Male,Selangor,15,6,8,5,34,26,60,B
2018,2235,Female,Perlis,16,6,10,5,37,33,70,B
2017,2236,Female,Perak,21,9,6,1,37,34,71,B
2012,2237,Male,Perak,14,8,4,1,27,24,51,C
2015,2238,Male,Terengganu,14,10,4,2,30,35,65,B
2018,2239,Female,Negeri Sembilan,13,7,5,5,30,23,53,C
2015,2240,Male,Pahang,16,5,4,2,27,39,66,B
2014,2241,Female,Perlis,17,10,8,4,39,40,79,A
2012,2242,Female,Malacca,18,8,8,3,37,32,69,B
2013,2243,Male,Kedah,15,9,4,4,32,23,55,C
2019,2244,Male,Negeri Sembilan,13,3,7,5,28,27,55,C
2016,2245,Male,Sarawak,14,6,10,3,33,22,55,C
2018,2246,Male,Penang,14,7,6,1,28,40,68,B
2012,2247,Female,Sabah,15,8,5,2,30,25,55,C
2012,2248,Male,Perak,21,3,3,1,28,27,55,C
2015,2249,Female,Selangor,21,9,10,3,43,40,83,A
2017,2250,Female,Malacca,16,4,8,1,29,34,63,B
2015,2251,Male,Terengganu,17,9,7,1,34,28,62,B
2013,2252,Male,Penang,15,5,8,1,29,22,51,C
2015,2253,Female,Kedah,19,6,10,2,37,23,60,B
2017,2254,Female,Negeri Sembilan,17,9,8,2,36,40,76,B
2015,2255,Female,Penang,20,3,6,3,32,22,54,C
2019,2256,Male,Terengganu,14,3,4,1,22,40,62,B
2013,2257,Male,Sarawak,15,9,10,2,36,40,76,B
2019,2258,Female,Terengganu,17,4,5,1,27,29,56,C
2015,2259,Male,Negeri Sembilan,15,10,7,1,33,28,61,B
2018,2260,Female,Kelantan,16,8,6,4,34,27,61,B
2013,2261,Male,Selangor,16,10,4,3,33,25,58,C
2016,2262,Male,Negeri Sembilan,15,8,10,5,38,22,60,B
2015,2263,Female,Pahang,14,3,10,2,29,39,68,B
2013,2264,Male,Malacca,13,7,8,3,31,36,67,B
2012,2265,Female,Sarawak,16,9,9,4,38,24,62,B
2018,2266,Male,Pahang,17,8,10,3,38,22,60,B
2015,2267,Female,Malacca,19,3,7,3,32,27,59,C
2015,2268,Female,Perak,19,4,3,4,30,40,70,B
2013,2269,Female,Sarawak,20,3,8,1,32,23,55,C
2012,2270,Male,Penang,21,5,7,4,37,26,63,B
2017,2271,Female,Sabah,14,9,4,2,29,39,68,B
2016,2272,Female,Kelantan,18,10,8,4,40,24,64,B
2012,2273,Female,Sarawak,15,7,5,4,31,28,59,C
2018,2274,Male,Perlis,14,8,7,3,32,30,62,B
2014,2275,Female,Negeri Sembilan,20,8,10,2,40,32,72,B
2016,2276,Female,Selangor,13,4,5,4,26,25,51,C
2016,2277,Female,Negeri Sembilan,19,10,6,3,38,28,66,B
2013,2278,Female,Kelantan,19,8,6,5,38,35,73,B
2019,2279,Female,Sarawak,16,9,5,4,34,36,70,B
2013,2280,Male,Johor,15,8,6,3,32,38,70,B
2015,2281,Female,Kedah,17,5,8,4,34,37,71,B
2013,2282,Female,Sarawak,21,8,5,3,37,27,64,B
2017,2283,Male,Sarawak,15,5,4,1,25,30,55,C
2016,2284,Male,Kedah,13,6,4,1,24,22,46,F
2017,2285,Female,Selangor,18,3,7,2,30,32,62,B
2019,2286,Female,Pahang,20,5,4,3,32,29,61,B
2019,2287,Female,Perak,20,8,7,2,37,24,61,B
2018,2288,Male,Perak,17,9,4,5,35,35,70,B
2012,2289,Male,Sabah,19,7,10,5,41,29,70,B
2013,2290,Male,Negeri Sembilan,14,8,6,3,31,40,71,B
2014,2291,Male,Terengganu,15,6,3,1,25,36,61,B
2012,2292,Male,Terengganu,13,8,7,4,32,31,63,B
2019,2293,Female,Terengganu,18,3,9,4,34,40,74,B
2016,2294,Male,Perak,13,4,10,4,31,24,55,C
2018,2295,Female,Penang,21,6,5,4,36,40,76,B
2017,2296,Female,Kelantan,20,10,3,3,36,35,71,B
2014,2297,Female,Johor,16,9,6,3,34,32,66,B
2016,2298,Male,Johor,14,6,6,4,30,40,70,B
2014,2299,Female,Perak,13,7,10,1,31,37,68,B
2018,2300,Female,Penang,21,3,7,3,34,40,74,B
2016,2301,Male,Johor,13,10,8,1,32,38,70,B
2014,2302,Male,Selangor,18,6,10,2,36,23,59,C
2016,2303,Male,Perlis,13,7,4,1,25,35,60,B
2013,2304,Female,Sabah,18,3,6,5,32,23,55,C
2012,2305,Female,Penang,19,5,5,4,33,29,62,B
2012,2306,Male,Malacca,15,9,5,3,32,24,56,C
2016,2307,Male,Kedah,15,10,4,2,31,38,69,B
2019,2308,Female,Johor,19,5,5,1,30,25,55,C
2013,2309,Male,Kedah,13,7,8,2,30,30,60,B
2017,2310,Male,Malacca,21,3,7,4,35,38,73,B
2017,2311,Male,Terengganu,17,8,4,4,33,36,69,B
2018,2312,Male,Sarawak,17,7,8,2,34,24,58,C
2019,2313,Male,Sabah,16,8,9,4,37,33,70,B
2014,2314,Female,Perlis,18,8,10,4,40,27,67,B
2018,2315,Male,Penang,17,10,6,3,36,31,67,B
2015,2316,Female,Kelantan,16,5,7,3,31,31,62,B
2015,2317,Male,Perlis,21,8,9,1,39,27,66,B
2013,2318,Male,Terengganu,20,3,4,1,28,39,67,B
2017,2319,Male,Malacca,20,6,4,4,34,25,59,C
2014,2320,Female,Negeri Sembilan,20,10,6,2,38,37,75,B
2019,2321,Female,Terengganu,17,4,9,5,35,32,67,B
2016,2322,Female,Sabah,15,9,8,2,34,38,72,B
2017,2323,Female,Perlis,17,7,9,4,37,22,59,C
2014,2324,Female,Sabah,19,3,10,5,37,22,59,C
2017,2325,Male,Negeri Sembilan,16,5,9,1,31,29,60,B
2013,2326,Female,Penang,17,4,10,5,36,26,62,B
2015,2327,Female,Terengganu,18,5,10,4,37,35,72,B
2017,2328,Male,Selangor,21,5,9,2,37,22,59,C
2015,2329,Male,Penang,21,6,10,3,40,23,63,B
2014,2330,Male,Sabah,20,5,5,2,32,33,65,B
2013,2331,Male,Terengganu,21,3,3,2,29,33,62,B
2018,2332,Female,Pahang,13,6,8,1,28,30,58,C
2015,2333,Female,Terengganu,19,3,10,1,33,32,65,B
2019,2334,Male,Sarawak,20,10,8,3,41,29,70,B
2013,2335,Female,Negeri Sembilan,18,7,9,4,38,22,60,B
2017,2336,Male,Penang,19,6,10,3,38,35,73,B
2015,2337,Male,Malacca,13,3,7,5,28,22,50,C
2014,2338,Female,Kedah,18,7,10,4,39,22,61,B
2012,2339,Female,Selangor,15,8,5,1,29,39,68,B
2019,2340,Male,Johor,21,5,4,3,33,38,71,B
2019,2341,Male,Penang,21,7,6,4,38,33,71,B
2013,2342,Male,Malacca,20,9,10,5,44,34,78,B
2012,2343,Female,Negeri Sembilan,20,4,9,3,36,22,58,C
2018,2344,Male,Kelantan,19,4,9,4,36,34,70,B
2018,2345,Male,Perlis,19,7,3,2,31,23,54,C
2015,2346,Male,Penang,17,3,7,5,32,29,61,B
2015,2347,Male,Kelantan,20,5,8,2,35,27,62,B
2018,2348,Female,Sabah,21,10,7,1,39,31,70,B
2012,2349,Male,Selangor,21,10,6,4,41,39,80,A
2015,2350,Female,Kedah,20,8,5,3,36,25,61,B
2014,2351,Female,Kedah,15,3,8,5,31,40,71,B
2015,2352,Female,Pahang,14,8,10,2,34,25,59,C
2015,2353,Female,Perlis,14,8,10,2,34,24,58,C
2015,2354,Male,Perlis,19,8,8,1,36,30,66,B
2016,2355,Female,Negeri Sembilan,16,5,9,1,31,25,56,C
2016,2356,Female,Sarawak,19,10,9,3,41,27,68,B
2017,2357,Female,Sarawak,21,8,5,5,39,28,67,B
2016,2358,Male,Negeri Sembilan,18,10,4,2,34,32,66,B
2018,2359,Female,Johor,20,9,5,2,36,38,74,B
2012,2360,Female,Terengganu,21,9,7,3,40,36,76,B
2014,2361,Female,Kelantan,16,9,10,4,39,24,63,B
2013,2362,Female,Perlis,19,8,8,3,38,36,74,B
2015,2363,Male,Johor,13,7,9,2,31,22,53,C
2017,2364,Female,Kelantan,14,8,4,2,28,37,65,B
2015,2365,Female,Perlis,16,5,4,1,26,40,66,B
2019,2366,Female,Sabah,17,5,3,3,28,35,63,B
2017,2367,Female,Selangor,16,5,7,3,31,25,56,C
2013,2368,Male,Sabah,15,5,9,1,30,35,65,B
2012,2369,Female,Kedah,13,7,8,5,33,32,65,B
2013,2370,Female,Malacca,17,10,8,2,37,29,66,B
2016,2371,Female,Pahang,18,6,6,5,35,39,74,B
2015,2372,Female,Sabah,20,5,6,3,34,31,65,B
2017,2373,Male,Kedah,15,10,8,4,37,29,66,B
2017,2374,Male,Malacca,16,10,9,2,37,23,60,B
2016,2375,Female,Pahang,14,5,10,2,31,40,71,B
2015,2376,Female,Perak,19,10,8,4,41,23,64,B
2012,2377,Female,Sabah,16,8,3,2,29,23,52,C
2016,2378,Male,Negeri Sembilan,13,7,10,2,32,34,66,B
2015,2379,Male,Sabah,21,9,7,1,38,22,60,B
2017,2380,Female,Kelantan,15,10,4,2,31,32,63,B
2014,2381,Female,Perak,17,7,8,5,37,32,69,B
2014,2382,Male,Selangor,18,6,10,4,38,33,71,B
2019,2383,Female,Perlis,18,10,3,3,34,30,64,B
2014,2384,Male,Perlis,18,7,3,4,32,27,59,C
2019,2385,Female,Selangor,14,10,9,5,38,22,60,B
2019,2386,Female,Penang,15,3,3,5,26,33,59,C
2016,2387,Female,Negeri Sembilan,13,5,6,5,29,26,55,C
2015,2388,Male,Sarawak,21,6,5,4,36,38,74,B
2015,2389,Female,Perak,16,5,8,2,31,25,56,C
2019,2390,Male,Penang,14,6,5,1,26,28,54,C
2016,2391,Female,Kelantan,14,9,10,5,38,31,69,B
2017,2392,Male,Sarawak,15,5,5,1,26,27,53,C
2015,2393,Male,Malacca,18,9,3,2,32,31,63,B
2016,2394,Female,Perak,19,10,9,1,39,33,72,B
2013,2395,Male,Terengganu,15,6,9,1,31,32,63,B
2014,2396,Female,Malacca,15,8,3,3,29,22,51,C
2012,2397,Male,Penang,13,5,9,5,32,31,63,B
2017,2398,Male,Perak,21,5,6,5,37,22,59,C
2016,2399,Female,Perlis,15,8,10,5,38,32,70,B
2017,2400,Female,Johor,15,10,5,5,35,40,75,B
2015,2401,Female,Malacca,16,8,3,3,30,22,52,C
2016,2402,Female,Pahang,19,3,3,2,27,26,53,C
2013,2403,Male,Malacca,14,7,8,3,32,24,56,C
2016,2404,Male,Selangor,17,5,10,5,37,30,67,B
2017,2405,Female,Terengganu,15,10,10,2,37,27,64,B
2018,2406,Male,Terengganu,16,7,3,1,27,34,61,B
2017,2407,Male,Johor,19,4,6,2,31,25,56,C
2013,2408,Male,Sarawak,15,3,5,3,26,30,56,C
2015,2409,Female,Selangor,15,8,8,3,34,38,72,B
2018,2410,Female,Perak,20,3,10,1,34,28,62,B
2016,2411,Male,Malacca,20,6,8,2,36,36,72,B
2018,2412,Female,Sarawak,21,4,5,1,31,33,64,B
2012,2413,Male,Sarawak,16,9,7,4,36,25,61,B
2017,2414,Male,Perak,19,10,5,1,35,34,69,B
2013,2415,Female,Negeri Sembilan,14,6,5,4,29,35,64,B
2012,2416,Male,Perlis,21,6,3,2,32,25,57,C
2018,2417,Male,Pahang,16,9,3,5,33,32,65,B
2017,2418,Female,Penang,13,9,3,3,28,39,67,B
2012,2419,Female,Kelantan,13,7,6,5,31,23,54,C
2019,2420,Male,Malacca,15,4,5,3,27,33,60,B
2015,2421,Female,Sarawak,17,10,10,4,41,28,69,B
2014,2422,Female,Penang,21,9,3,4,37,36,73,B
2012,2423,Female,Terengganu,16,8,9,5,38,28,66,B
2018,2424,Male,Kedah,17,3,10,4,34,38,72,B
2017,2425,Female,Malacca,21,5,10,5,41,35,76,B
2012,2426,Male,Terengganu,21,10,10,4,45,22,67,B
2012,2427,Male,Kedah,17,7,5,1,30,29,59,C
2018,2428,Female,Kedah,17,10,3,3,33,34,67,B
2018,2429,Male,Negeri Sembilan,19,4,7,2,32,31,63,B
2015,2430,Female,Sarawak,20,10,10,5,45,35,80,A
2018,2431,Male,Terengganu,21,5,4,1,31,28,59,C
2014,2432,Female,Kedah,20,8,8,4,40,24,64,B
2012,2433,Male,Malacca,18,6,3,4,31,35,66,B
2016,2434,Female,Sarawak,21,8,5,1,35,31,66,B
2015,2435,Female,Negeri Sembilan,15,7,6,4,32,27,59,C
2017,2436,Male,Kedah,15,8,7,5,35,30,65,B
2018,2437,Female,Penang,20,7,3,1,31,39,70,B
2014,2438,Male,Malacca,18,8,9,3,38,35,73,B
2012,2439,Male,Kedah,13,4,6,5,28,25,53,C
2014,2440,Male,Perlis,14,4,4,3,25,30,55,C
2017,2441,Female,Kelantan,21,5,7,1,34,38,72,B
2015,2442,Male,Malacca,20,4,6,2,32,31,63,B
2012,2443,Female,Johor,20,3,10,1,34,25,59,C
2019,2444,Male,Selangor,15,6,3,3,27,23,50,C
2015,2445,Female,Perlis,14,7,3,3,27,25,52,C
2018,2446,Female,Malacca,19,9,8,5,41,33,74,B
2015,2447,Female,Perlis,19,10,8,2,39,24,63,B
2017,2448,Female,Negeri Sembilan,16,10,9,2,37,27,64,B
2012,2449,Female,Selangor,18,7,5,3,33,27,60,B
2014,2450,Male,Terengganu,19,5,10,3,37,33,70,B
2019,2451,Male,Terengganu,13,4,3,2,22,29,51,C
2017,2452,Female,Perak,16,3,5,4,28,32,60,B
2014,2453,Male,Johor,17,7,9,4,37,26,63,B
2012,2454,Female,Kelantan,15,3,10,1,29,40,69,B
2015,2455,Female,Terengganu,14,7,5,3,29,38,67,B
2019,2456,Female,Terengganu,16,8,4,4,32,34,66,B
2016,2457,Male,Penang,13,8,8,4,33,27,60,B
2013,2458,Female,Sarawak,20,10,6,4,40,27,67,B
2013,2459,Female,Johor,19,5,8,1,33,38,71,B
2016,2460,Female,Kelantan,17,8,7,3,35,25,60,B
2019,2461,Female,Negeri Sembilan,18,5,9,5,37,23,60,B
2015,2462,Male,Perak,15,9,6,1,31,30,61,B
2012,2463,Female,Kedah,17,4,6,1,28,33,61,B
2013,2464,Female,Kelantan,13,5,9,3,30,29,59,C
2016,2465,Female,Penang,21,8,5,3,37,39,76,B
2017,2466,Female,Terengganu,13,3,3,5,24,22,46,F
2017,2467,Female,Penang,17,5,8,4,34,40,74,B
2017,2468,Male,Kelantan,18,10,4,3,35,34,69,B
2012,2469,Female,Terengganu,16,4,8,1,29,32,61,B
2015,2470,Female,Selangor,20,7,8,2,37,36,73,B
2017,2471,Female,Johor,14,5,5,3,27,29,56,C
2013,2472,Female,Perak,19,5,8,2,34,36,70,B
2015,2473,Female,Terengganu,15,7,6,5,33,31,64,B
2014,2474,Male,Kelantan,18,7,3,1,29,36,65,B
2013,2475,Female,Penang,20,3,6,2,31,22,53,C
2012,2476,Female,Perak,16,9,3,1,29,40,69,B
2013,2477,Male,Terengganu,13,7,7,5,32,37,69,B
2014,2478,Female,Malacca,20,7,5,3,35,23,58,C
2012,2479,Female,Sarawak,21,4,10,1,36,22,58,C
2012,2480,Female,Johor,14,3,6,1,24,27,51,C
2019,2481,Male,Sabah,14,3,5,2,24,22,46,F
2016,2482,Male,Terengganu,17,5,3,4,29,22,51,C
2015,2483,Female,Terengganu,18,3,8,5,34,35,69,B
2013,2484,Male,Perak,21,9,3,5,38,28,66,B
2018,2485,Female,Pahang,15,7,4,2,28,30,58,C
2015,2486,Male,Selangor,19,10,4,5,38,32,70,B
2016,2487,Female,Selangor,13,4,9,3,29,29,58,C
2012,2488,Male,Kedah,13,9,9,5,36,33,69,B
2017,2489,Female,Kelantan,18,6,5,1,30,36,66,B
2013,2490,Female,Kedah,18,3,4,2,27,29,56,C
2012,2491,Male,Kedah,13,10,8,5,36,31,67,B
2015,2492,Female,Perak,15,6,10,4,35,24,59,C
2018,2493,Female,Perak,14,7,9,5,35,36,71,B
2015,2494,Male,Perlis,16,8,4,3,31,23,54,C
2012,2495,Male,Kelantan,21,7,3,4,35,27,62,B
2018,2496,Female,Kedah,15,8,3,1,27,23,50,C
2012,2497,Male,Terengganu,17,5,5,3,30,38,68,B
2018,2498,Male,Selangor,21,8,4,2,35,34,69,B
2017,2499,Female,Negeri Sembilan,15,4,8,4,31,28,59,C
2019,2500,Male,Pahang,18,10,7,3,38,24,62,B
2017,2501,Female,Johor,19,9,10,5,43,24,67,B
2019,2502,Female,Negeri Sembilan,18,4,10,5,37,33,70,B
